gene,gene_name,zscore,pvalue,pred_perf_R2,VAR_g,n,covariance_n,model_n
BNC2,BNC2,9.25038750286,2.23680260353e-20,0.0952676770758,0.0577507442242,15,16,16
CBX1,CBX1,-6.38323210942,1.7338878948e-10,0.0444612972201,0.0198892140089,10,10,10
C17orf69,C17orf69,5.33681691839,9.45924663909e-08,0.504596970726,0.443207019695,28,28,28
DPEP2,DPEP2,5.30240989457,1.14283878874e-07,0.0330460682362,0.0216680408456,12,12,12
HSCB,HSCB,-5.0966111034,3.45787657672e-07,0.00198580419903,0.0040932844242,14,14,14
TERT,TERT,4.95904689684,7.08398664195e-07,0.00049467276571,0.000634244972086,3,3,3
SKAP1,SKAP1,-4.89900061218,9.6325344348e-07,0.257806715478,0.203033734486,74,74,74
PNPO,PNPO,4.88604766355,1.02880302204e-06,0.174620509719,0.0967359546868,17,17,17
HOXB7,HOXB7,-4.65107847665,3.30203634562e-06,0.0496990108455,0.0496875967426,40,40,40
LEKR1,LEKR1,-4.42913323856,9.46125611317e-06,0.252774723011,0.21195908625,22,22,22
NSF,NSF,4.33546208204,1.45454247069e-05,0.041628015227,0.0402379442891,17,17,17
ESRP2,ESRP2,-4.32304112207,1.5389303526e-05,0.0470268975684,0.0549560103417,31,31,31
ZFP30,ZFP30,4.2208948343,2.43334446414e-05,0.212113752499,0.148229710773,27,27,27
ERBB2IP,ERBB2IP,4.18239342371,2.88456248086e-05,7.26138552027e-06,0.00162718563955,5,5,5
ZNF573,ZNF573,-4.15052977329,3.3170661435e-05,0.00375046148357,0.0015691151671,3,3,3
ZNF607,ZNF607,4.04392302881,5.25641822553e-05,0.0606020319967,0.0378098044846,21,21,21
DUS2L,DUS2L,3.99194987088,6.55322276411e-05,0.4314589567,0.374353114003,25,25,25
SLC7A6,SLC7A6,-3.95987024292,7.49904982708e-05,0.140356376838,0.118103991496,17,17,17
LRRC37A2,LRRC37A2,3.92655541904,8.61710448454e-05,0.319607641325,0.308282715591,71,71,71
C16orf86,C16orf86,-3.87968584459,0.000104591462975,0.177099919214,0.12964399847,22,23,23
SMC2,SMC2,3.83357758896,0.00012629294075,0.0362483170487,0.0286872462128,28,28,28
B3GNT9,B3GNT9,3.8074754198,0.000140392688394,0.0269931925852,0.0336047896011,25,25,25
RNFT1,RNFT1,-3.78719620858,0.000152356788436,0.152313480406,0.153645374812,49,49,49
KBTBD8,KBTBD8,3.72424239387,0.000195902633919,0.0010276322135,0.00221634341453,4,4,4
CHEK2,CHEK2,-3.70755430054,0.000209270553403,0.0454029038348,0.0368772440233,23,23,23
ELMO3,ELMO3,3.68009814992,0.000233144199016,0.0966249363962,0.0796526588813,17,17,17
SUN1,SUN1,-3.67358801597,0.000239168241469,0.016708260529,0.0145630351418,16,16,16
RPS6KB1,RPS6KB1,3.65842493323,0.000253770045189,0.0294304647917,0.0161016560801,20,20,20
AGRP,AGRP,3.6393726141,0.00027330309456,0.00945120272926,0.0105765434649,13,13,13
TTC28,TTC28,-3.62254400704,0.000291719811907,0.113547307382,0.0538827906746,24,24,24
GPR146,GPR146,-3.60273821176,0.000314882612726,0.197985790121,0.132971230138,28,28,28
ZDHHC1,ZDHHC1,3.56703250763,0.000361046706037,0.0640497389337,0.0480847601029,12,12,12
HOXB2,HOXB2,-3.56396087527,0.000365300427917,0.636983065214,0.605884902988,72,74,74
MTX2,MTX2,-3.56223320384,0.000367713521653,0.0124716079838,0.00433007102694,9,9,9
PTGS2,PTGS2,3.54440878599,0.000393494632455,0.025131873878,0.0155352388513,19,19,19
ADAP1,ADAP1,3.53737489612,0.000404125587934,0.308668117826,0.221562111827,55,56,56
MT3,MT3,-3.53696782489,0.00040474897123,0.144728071637,0.1216368923,56,56,56
PLA2G4A,PLA2G4A,3.52890334682,0.000417285505292,0.0471463766618,0.0267223842234,18,18,18
PLEKHA7,PLEKHA7,3.48603241408,0.000490241598417,0.15610109369,0.10815375454,33,35,35
WDR33,WDR33,-3.47153020442,0.000517501110837,0.012536795883,0.00493038027481,7,7,7
CCDC127,CCDC127,-3.46918269592,0.000522044322013,0.330022472504,0.294570881229,14,15,15
CSRP1,CSRP1,-3.46847558583,0.000523420083575,0.047351689742,0.0271075346477,14,14,14
EPB41L2,EPB41L2,3.46547905728,0.000529287747838,0.125698558724,0.0891151538091,55,55,55
XBP1,XBP1,-3.45899119135,0.000542202636687,0.253535244208,0.195816202757,39,39,39
SLC12A3,SLC12A3,-3.45360016356,0.000553156840888,0.0133178941178,0.0232538169312,42,42,42
PSMB10,PSMB10,-3.42609705236,0.00061232154887,0.004355194197,0.00324175892501,4,4,4
HKR1,HKR1,-3.42186160035,0.000621939630043,0.167960168902,0.163416511627,27,27,27
COX19,COX19,3.40854127617,0.000653112037609,0.0375885175459,0.034444061014,30,30,30
FMO4,FMO4,-3.39703133641,0.000681211655734,0.00768403194052,0.0125708214012,26,26,26
ATP6V0D1,ATP6V0D1,-3.39433073693,0.000687965528295,0.339635161764,0.272784869562,27,27,27
GPRIN3,GPRIN3,3.37996473901,0.000724951298185,0.00456749987158,0.0112612621821,38,38,38
RCCD1,RCCD1,-3.36975753893,0.000752343504624,0.353490894392,0.258698492822,20,20,20
GTPBP3,GTPBP3,-3.35932592144,0.000781328593722,0.33121593125,0.24288827354,88,88,88
MED26,MED26,3.34481719111,0.000823368209541,0.00362327635519,0.00857704432226,23,24,24
IFT88,IFT88,-3.33906726931,0.000840602055764,0.405762754377,0.384956261378,29,29,29
EMP1,EMP1,3.33607040609,0.000849716413978,0.00746090392638,0.00517282431381,12,12,12
EEPD1,EEPD1,-3.32839257039,0.000873486861184,0.0788591685492,0.0754856162744,52,52,52
ABHD8,ABHD8,3.31216230254,0.000925778197551,0.10964001036,0.0683534935499,11,11,11
DNAJC18,DNAJC18,-3.2829112523,0.00102741004795,0.292489502184,0.212201219024,5,5,5
CCDC117,CCDC117,-3.2611648359,0.0011095551869,0.0204068328467,0.0148379061108,24,24,24
TMEM221,TMEM221,-3.26106782297,0.00110993488192,0.080953646114,0.057274658216,22,22,22
IMPA2,IMPA2,3.25738736531,0.00112442872886,0.158936232338,0.124707591662,26,26,26
MAFK,MAFK,-3.25264567266,0.00114335972937,0.0466412842638,0.0218199782561,11,11,11
PARP14,PARP14,3.20603637086,0.0013457697725,0.0995457400821,0.102367911015,20,20,20
TATDN3,TATDN3,3.19731953162,0.00138711177784,0.102829851227,0.0824869694507,50,50,50
KIAA1191,KIAA1191,-3.19727656911,0.0013873184088,0.0259358846489,0.0220646985218,21,21,21
SLC9A5,SLC9A5,3.1930243209,0.00140791087962,0.00532731230255,0.00762126168681,9,9,9
C16orf46,C16orf46,3.17621454609,0.00149210555136,0.00411391155625,0.00331794594988,17,17,17
SLU7,SLU7,3.16804372717,0.0015346843585,0.000681726831175,0.000327365272626,2,2,2
KCNAB2,KCNAB2,-3.15915574235,0.00158226910607,0.243115129467,0.190806054435,44,45,45
OPRL1,OPRL1,3.15593182042,0.00159986252758,0.246083847222,0.244208297953,40,40,40
ADRM1,ADRM1,3.15541215208,0.00160271522984,0.00449903943603,0.00800610389482,20,21,21
DEGS1,DEGS1,-3.15502624762,0.00160483666841,0.234355113134,0.188604388984,33,33,33
C6orf226,C6orf226,-3.13761824986,0.00170326554143,0.0891721506141,0.0482841513953,26,26,26
BCS1L,BCS1L,3.13464227386,0.00172063794125,0.00505883300627,0.00266188834427,8,8,8
ZEB1,ZEB1,3.13451524766,0.00172138307616,0.00104197452125,0.00338833809571,7,7,7
CUZD1,CUZD1,3.13003484335,0.0017478556992,0.000731503850479,0.00536945035416,20,20,20
DPEP3,DPEP3,-3.11564033298,0.00183545991247,0.0676658612214,0.0700517826252,14,14,14
FAM20C,FAM20C,-3.07822501737,0.00208237612983,0.169870503923,0.194673540058,68,69,69
MAP1A,MAP1A,-3.07733792958,0.00208858378651,0.0343751098893,0.0207788244553,16,16,16
C20orf201,C20orf201,3.07495722664,0.00210532744787,0.185390359788,0.174515219556,21,21,21
COPZ2,COPZ2,3.06923379377,0.00214608571969,0.216221400064,0.180634865623,66,68,68
SLC35C2,SLC35C2,-3.06581790382,0.00217075475086,0.000613317059957,0.00375535807719,14,14,14
TNFRSF1B,TNFRSF1B,-3.06174680661,0.00220049499368,0.0625553227865,0.0494777857043,36,36,36
TOMM5,TOMM5,3.06125526001,0.00220411100361,0.00366640619122,0.00203357681725,4,4,4
TSNAXIP1,TSNAXIP1,3.05702420205,0.00223546225818,0.0203780745207,0.0162357759925,14,14,14
EIF4G3,EIF4G3,3.05177205236,0.00227494789566,0.0280881851851,0.0235967273658,20,20,20
TCF19,TCF19,-3.04798173481,0.0023038393012,0.538045729526,0.503316121812,104,113,113
ZSCAN29,ZSCAN29,3.03218810194,0.00242787858333,0.155490607579,0.123380130821,16,16,16
SHMT1,SHMT1,3.0194566645,0.0025322851719,0.606957696672,0.520907269699,58,58,58
FBXO10,FBXO10,3.0152534668,0.00256764582433,0.0570519960554,0.0321904029415,23,23,23
MAPK8IP2,MAPK8IP2,3.01108616707,0.00260314970052,0.0402361106604,0.0261375911717,13,13,13
MATR3,MATR3,-3.00658520506,0.00264199999999,0.00636738665343,8.66768216298e-05,1,1,1
C10orf12,C10orf12,2.99000173458,0.00278975862879,0.00120597571211,0.000293705022889,5,5,5
INTS1,INTS1,-2.98917212966,0.00279734492471,0.320297037572,0.289098357302,37,38,38
FCGRT,FCGRT,-2.98220829692,0.00286177218868,0.0665065417563,0.0566249021049,35,35,35
CCDC12,CCDC12,-2.97962428246,0.0028860212847,0.000454333514583,0.00355981386558,8,8,8
PRC1,PRC1,2.97804830874,0.00290090258214,0.0717525155597,0.0593963854507,41,41,41
DIP2C,DIP2C,-2.97620268598,0.00291841908905,0.0915727856888,0.0628158328179,32,33,33
PARP9,PARP9,2.97514161676,0.00292853317415,0.0640386350486,0.0370722726165,33,34,34
FZD6,FZD6,2.97298555622,0.0029491832929,0.314069419106,0.229055848465,40,40,40
PDHB,PDHB,-2.9669915318,0.0030072924175,0.244355790802,0.200721797977,44,44,44
TAX1BP3,TAX1BP3,2.9655094428,0.00302182068511,0.0580183163956,0.0279554011734,6,6,6
SLC2A5,SLC2A5,2.95523982299,0.00312426086971,0.0408536678235,0.0218666396509,12,13,13
ATP2B2,ATP2B2,2.95360158348,0.00314089216436,0.135589314609,0.097496273492,23,23,23
ZNRF3,ZNRF3,-2.95253971419,0.00315171525633,0.0245749188074,0.0243005384752,21,21,21
HOXB3,HOXB3,-2.94977136831,0.00318009162927,0.482493298921,0.468059796945,70,71,71
ZNF432,ZNF432,2.9445902066,0.00323382662752,0.00683074376906,0.0129038386551,35,35,35
STRN4,STRN4,2.93367033243,0.00334979795159,1.62148298722e-06,0.00115071644385,3,3,3
BEGAIN,BEGAIN,2.92865551202,0.00340431489018,0.763980106711,0.734781163785,18,18,18
LRCH1,LRCH1,2.92617027622,0.00343163055369,0.0935247849696,0.0604040398517,26,26,26
SORD,SORD,2.91627966762,0.00354232820747,0.0865042583991,0.0351270860891,17,19,19
RPN1,RPN1,2.9012609154,0.00371664273725,0.0123858843583,0.00990277268564,18,18,18
KIAA0528,KIAA0528,2.90123155073,0.00371699106412,0.12270383723,0.0726011155027,29,30,30
LRRC29,LRRC29,-2.89789181697,0.00375680151573,0.119910923399,0.128817459758,30,30,30
USP44,USP44,-2.89724590982,0.00376454546562,0.123760203507,0.0791717313474,19,19,19
HES4,HES4,2.88902149473,0.00386442657466,0.18952113143,0.156322387723,21,21,21
CCDC30,CCDC30,-2.88246153008,0.00394581314215,0.0610460447514,0.038026459487,32,33,33
DPY19L4,DPY19L4,-2.88036484744,0.00397215214088,0.0225524287675,0.0422206051221,60,60,60
LDHB,LDHB,-2.87728054778,0.0040111880266,0.00363788740798,0.00465968313109,13,13,13
ATMIN,ATMIN,2.87258679564,0.00407126226354,0.0297825607918,0.0185405994175,16,16,16
ZBTB7B,ZBTB7B,2.87038452827,0.00409972904627,0.00593661555858,0.0030781453673,7,7,7
SIRT2,SIRT2,-2.86972095796,0.00410834178386,0.0933932118592,0.0595620358673,15,15,15
NUCB2,NUCB2,2.85809625112,0.00426191093513,0.111944020884,0.0950585075483,29,30,30
ASTL,ASTL,2.85741972545,0.00427100651727,0.000168328002112,0.00104904243675,5,5,5
ZNF175,ZNF175,2.84208821909,0.00448190876966,0.188165210475,0.13722155969,17,17,17
MUC1,MUC1,2.83719510707,0.00455117912845,0.0683717779417,0.0343264788748,4,4,4
ZNF20,ZNF20,-2.83390990535,0.00459822937664,0.000179240543151,0.00147929318313,3,3,3
ZNF254,ZNF254,-2.8297801486,0.00465800000005,0.0091500565104,8.40761124456e-05,1,1,1
ZNF323,ZNF323,2.82419818888,0.00473990655654,0.000128019349928,0.000886623472022,3,3,3
DNAL1,DNAL1,-2.82239701384,0.00476661285534,0.00958464781697,0.0147976956824,26,27,27
STMN3,STMN3,-2.82099329276,0.00478752038477,0.183887842073,0.13154672651,33,33,33
MRTO4,MRTO4,2.81501614684,0.00487747831701,0.312732527375,0.181724196279,5,6,6
ETNK1,ETNK1,2.81128470486,0.00493441017205,0.00106804814804,0.00230815817728,9,9,9
CDKN2AIP,CDKN2AIP,2.80944018559,0.00496277401086,0.0142729331562,0.0227591911691,57,57,57
PCDHGB6,PCDHGB6,2.80530155152,0.00502695256064,0.0776078167927,0.0617491736897,46,46,46
C3orf26,C3orf26,2.80276271797,0.00506669312373,0.229513116271,0.185531182853,22,22,22
NFKBIB,NFKBIB,-2.80190439426,0.00508019263511,0.000284640827195,0.000530753615409,2,2,2
LPAR6,LPAR6,2.7984774106,0.00513441607058,0.0024131238625,0.00486909308917,22,22,22
CHMP1B,CHMP1B,2.79621839958,0.00517044473452,0.013240981506,0.00543991869283,5,5,5
PDIA3,PDIA3,2.79095216136,0.00525532390544,0.0297242292613,0.0207249353772,10,10,10
EDEM3,EDEM3,-2.79042900727,0.00526382425939,0.0186384685672,0.0118314805608,11,11,11
KIF20B,KIF20B,2.78871088687,0.0052918282051,0.00115505213629,0.00386070267481,9,9,9
PRPF6,PRPF6,2.78775631596,0.0053074450093,0.290561662038,0.262741616771,64,65,65
DCK,DCK,-2.78573483696,0.00534065394696,0.00157439958631,0.00293131447706,17,17,17
PLEKHM1,PLEKHM1,2.7808033802,0.00542245676804,0.0288037215924,0.0531659967761,46,47,47
ZNF793,ZNF793,-2.77818980436,0.00546626775039,0.162630317131,0.121755568562,42,42,42
RPSA,RPSA,-2.77788603809,0.00547138041073,0.173075876913,0.137460112567,30,30,30
OSBPL2,OSBPL2,2.77728781228,0.00548146171328,0.0719461947192,0.0374380092793,25,26,26
CDC42EP3,CDC42EP3,2.77393559028,0.00553826421203,0.0201841162003,0.026391368161,40,40,40
FAHD2B,FAHD2B,-2.77188924149,0.00557319961013,0.0225515139016,0.0183542277916,15,15,15
PSKH1,PSKH1,-2.77149036934,0.00558003229327,0.000736548631189,0.0048508498071,11,11,11
CMPK2,CMPK2,-2.75181305693,0.00592663426201,0.0071219395482,0.00550416609099,14,14,14
FAM108C1,FAM108C1,2.74598936889,0.00603287185161,0.257765864689,0.184634770612,43,43,43
TTLL3,TTLL3,2.74389977436,0.00607140715556,0.0426411506275,0.0193345179619,10,10,10
STRC,STRC,-2.74386055097,0.00607213260981,0.105152956279,0.0808978271196,15,15,15
FAHD2A,FAHD2A,-2.73733475522,0.00619392289978,0.0105263915569,0.0325772992095,22,22,22
SNRNP48,SNRNP48,-2.73399251674,0.00625714664624,0.0873609498,0.0671769882023,42,42,42
VIL1,VIL1,2.733067564,0.00627474593133,0.0836886281975,0.0576435470585,6,6,6
OLIG2,OLIG2,2.72492996306,0.00643151283341,0.000295959308595,0.000453332527572,2,2,2
ZNF525,ZNF525,2.72435244515,0.00644277122023,0.137575222142,0.114709614721,63,64,64
MGAT3,MGAT3,2.72388519355,0.00645189299973,0.262112323432,0.189810598632,12,12,12
GAB2,GAB2,-2.72216039314,0.00648566558864,0.0021524462551,0.00112222178998,3,3,3
CENPN,CENPN,2.71826790688,0.00656246780897,0.0766316146549,0.0457774015784,18,18,18
LCP1,LCP1,2.71635799047,0.00660045046149,0.0194371359812,0.0131786495451,21,21,21
ZNF585B,ZNF585B,-2.71563032917,0.00661497344324,0.0563261378535,0.0447596232489,26,26,26
ENSA,ENSA,-2.71174405287,0.00669302505489,0.0213423445242,0.021328308671,16,16,16
TADA3,TADA3,2.70981666331,0.006732040842,0.171027003782,0.111118803402,17,17,17
RAB7A,RAB7A,2.7043678437,0.00684344855034,0.000624640684536,0.00377116902272,5,5,5
TMEM54,TMEM54,-2.70422103892,0.00684647293641,0.121676867168,0.0608407453514,19,20,20
FAM117B,FAM117B,2.70339044844,0.00686360690479,0.506839223127,0.465566903491,24,24,24
ZNF461,ZNF461,-2.69816072564,0.00697237684246,0.0222817371577,0.0178727355937,16,16,16
EXOC4,EXOC4,2.69761347567,0.00698384778387,0.279001899669,0.271152607169,122,122,122
NFE2L1,NFE2L1,-2.69501601147,0.00703852487171,0.0567512178665,0.0353365878862,19,19,19
PPP1R1B,PPP1R1B,-2.69061691652,0.00713200393967,0.335516584225,0.276120113608,45,45,45
DDA1,DDA1,-2.69050023839,0.00713449840657,0.0290962398108,0.0147049085461,10,10,10
SPATA24,SPATA24,-2.68840046035,0.00717952373226,0.199642689507,0.138247464342,10,10,10
INO80C,INO80C,2.68836048911,0.00718038329974,0.126423163087,0.186935743106,118,120,120
DYNC1LI2,DYNC1LI2,-2.68683839854,0.00721318413258,0.0125052426359,0.00937714064348,12,12,12
COL15A1,COL15A1,-2.68544874892,0.00724324825218,0.054980798881,0.0218781775216,5,5,5
CABP5,CABP5,2.68433245626,0.00726747987587,0.0914030932171,0.0862813663777,61,62,62
ZNF408,ZNF408,2.68019783308,0.00735786605595,0.0119360735211,0.0113627262826,19,19,19
GIGYF2,GIGYF2,2.67948177353,0.00737362174371,0.00895696248302,0.00933659515641,13,13,13
TXNRD1,TXNRD1,2.67601570701,0.00745031534197,0.0826708402506,0.0582866787875,27,27,27
VN1R1,VN1R1,2.66911902109,0.00760504956222,0.278368784316,0.192262077506,59,61,61
PPM1K,PPM1K,2.66412780967,0.00771882295638,0.0883700202613,0.0636550120119,23,23,23
ATP13A2,ATP13A2,2.66347814427,0.00773374356022,0.110002796663,0.101933882581,58,58,58
ISCA1,ISCA1,2.65764756273,0.00786881339411,0.0799073980028,0.0533067446361,21,21,21
GRTP1,GRTP1,2.65508916065,0.00792874488058,0.133453752097,0.121805497871,54,55,55
SP1,SP1,2.65359081223,0.00796403374852,0.0659873244367,0.0419812169682,20,20,20
POLE,POLE,-2.65227480444,0.00799514410817,0.000401173726436,0.00221599393101,7,7,7
CP,CP,2.65198309841,0.0080020547411,0.134022871846,0.0919531164125,35,35,35
FES,FES,2.6499516945,0.00805032801295,0.289840598734,0.202626473377,43,43,43
GPRC5B,GPRC5B,2.64848384643,0.00808537131503,0.000656781183467,0.00344347279184,16,16,16
CCDC53,CCDC53,2.6483362488,0.00808890259576,0.346624511729,0.32038878928,26,26,26
CKS2,CKS2,-2.63860954708,0.00832467994115,0.185433046104,0.196448989802,56,58,58
C1QB,C1QB,-2.63818709101,0.00833505828499,0.298901449447,0.234963788346,24,24,24
NPHP1,NPHP1,2.63409907059,0.00843608689516,0.000354741565721,0.000313392811394,2,2,2
NMUR1,NMUR1,-2.63176583333,0.00849423860654,0.0499062255459,0.0343338979926,24,24,24
KCTD21,KCTD21,-2.6310981925,0.00851094417137,0.0908578304954,0.0971092811594,48,48,48
TRIM31,TRIM31,-2.62775484322,0.00859504343889,0.162481850939,0.178221574134,36,36,36
FSCN2,FSCN2,-2.62602644668,0.00863881050213,0.0297016984426,0.0182364022274,15,15,15
NVL,NVL,-2.62525086033,0.0086585148428,0.117436265506,0.0514674182608,35,35,35
SKP2,SKP2,-2.62265431382,0.00872477470298,0.0309071776859,0.0192553155983,12,12,12
ZNF585A,ZNF585A,-2.62052912067,0.00877934316831,0.100038755095,0.0903069369127,34,34,34
HAUS6,HAUS6,-2.61880515329,0.00882383319074,0.0396499541103,0.0124854444741,4,4,4
CCDC107,CCDC107,2.61587159682,0.00890000195331,0.0293099016557,0.0302356159006,38,38,38
ARF1,ARF1,-2.61545522732,0.00891086030184,0.00563669369575,0.00943494611109,28,29,29
SECISBP2,SECISBP2,-2.61383109905,0.00895332853558,0.149558332756,0.100435403755,23,23,23
ZNF781,ZNF781,-2.60620077252,0.0091552779159,0.0889689792957,0.0844108827428,38,38,38
IFIH1,IFIH1,-2.60565971281,0.0091697511663,0.00324351077023,0.00317474573235,8,8,8
NT5E,NT5E,2.59055585038,0.00958210716911,0.397431007592,0.347321778015,57,57,57
EIF1AD,EIF1AD,-2.58878013443,0.00963165696861,0.000370115722799,0.00143081087984,2,2,2
C4BPB,C4BPB,2.58526085781,0.00973053477444,0.229895466257,0.15826738087,9,9,9
OMG,OMG,-2.58372391207,0.00977399999986,8.92328790115e-08,0.000591367359421,1,1,1
CCND2,CCND2,-2.58163556131,0.00983333636096,0.0109835223591,0.0116553543247,24,24,24
MAP3K12,MAP3K12,-2.58060111869,0.0098628467091,0.0572775927379,0.0361356434097,25,25,25
C12orf5,C12orf5,-2.58053774923,0.00986465706126,0.147496483845,0.111657481073,51,51,51
RAB26,RAB26,2.57680140063,0.00997192262337,0.00441522433272,0.0104803370646,31,31,31
TMEM173,TMEM173,2.5760841792,0.00999263154626,0.0796888362464,0.084029676689,30,30,30
PRPH2,PRPH2,-2.57314713936,0.0100778352812,0.288422573474,0.21290740301,40,41,41
EWSR1,EWSR1,-2.57170185902,0.0101199999999,0.00732543571314,7.80153355341e-05,1,1,1
PTPN4,PTPN4,-2.56866542604,0.0102090971694,0.00137733943802,0.00630429554057,20,21,21
CCDC24,CCDC24,2.56852370156,0.0102132727547,0.480904088718,0.486674151221,30,30,30
KLF2,KLF2,-2.5677224311,0.0102369089514,0.000240154764769,0.00159399305477,5,5,5
CEP57L1,CEP57L1,2.56660340214,0.0102699999999,0.00474378667085,0.000277119127563,1,1,1
DAAM1,DAAM1,-2.56561391082,0.010299339744,0.119319156583,0.0846028358669,22,22,22
PDXDC1,PDXDC1,2.56491665708,0.0103200590342,0.00707781677966,0.00956165298627,13,13,13
IL6ST,IL6ST,-2.5622195416,0.010400555057,0.0361115844552,0.0237814491705,30,32,32
ZNF383,ZNF383,2.56148569522,0.0104225533326,0.00137193789795,0.00407614429906,9,9,9
HUS1,HUS1,2.55874685427,0.0105050207118,0.0608111180369,0.0468198555024,35,35,35
UGCG,UGCG,-2.55443266485,0.0106360999583,0.00749377310937,0.0152941611985,33,33,33
NFE2L3,NFE2L3,2.5510005123,0.0107414167923,0.391859281291,0.291227509129,19,19,19
STX3,STX3,-2.55005331142,0.0107706447668,0.0261714855026,0.0227427024227,25,25,25
SNX18,SNX18,2.54895775274,0.0108045388146,0.0435118825624,0.0301323526246,27,28,28
GATAD2A,GATAD2A,2.54615305203,0.0108917422124,0.182846970176,0.151386594171,14,14,14
UFSP2,UFSP2,-2.54302205617,0.0109898291665,6.66100889224e-05,0.000488148622511,2,2,2
TMEM14C,TMEM14C,-2.54161494503,0.0110341658083,0.254017204559,0.179860250865,43,43,43
PRDM8,PRDM8,2.54138252931,0.0110415042639,0.0144840473456,0.00745694027098,7,7,7
ASAP3,ASAP3,2.54046121768,0.0110706370787,0.10222857628,0.038804035086,12,13,13
LIAS,LIAS,-2.53974811498,0.011093232976,0.000208961231332,0.00117558818174,9,9,9
SAE1,SAE1,2.53968538903,0.0110952225157,0.0315199695516,0.0285321859849,32,33,33
FPGT,FPGT,2.53881518695,0.0111228562772,0.382338247383,0.330893560429,26,26,26
WNT7A,WNT7A,-2.53786694388,0.0111530378643,0.0216190844479,0.00808482608279,4,4,4
HDDC3,HDDC3,2.53734735353,0.0111696067139,0.204720645209,0.141946140509,26,26,26
EP400NL,EP400NL,-2.53720799167,0.0111740544424,0.0961333450133,0.064387029155,21,23,23
BLMH,BLMH,-2.53208533586,0.0113386392557,0.143523363055,0.163534017993,44,44,44
C1QC,C1QC,-2.52724394334,0.0114961620219,0.136208452105,0.104006069856,25,25,25
MXI1,MXI1,2.52436042752,0.0115909021615,0.0282683242376,0.0144154587419,8,8,8
FAM35A,FAM35A,2.52131837469,0.0116916015003,0.0950644134145,0.0656202309033,23,23,23
HAVCR1,HAVCR1,2.52007129244,0.0117331067398,0.00754681845978,0.0111024190049,13,13,13
LRRIQ3,LRRIQ3,2.51951548916,0.0117516469847,0.227979347177,0.17359770957,18,18,18
MFAP1,MFAP1,-2.51723436642,0.0118280121544,0.00625409623438,0.00693194449458,5,5,5
LGALS9B,LGALS9B,-2.51515404218,0.0118980385336,0.336425032482,0.28569653766,33,33,33
USP45,USP45,2.5102228199,0.0120655002253,0.017707034961,0.00757927805667,11,11,11
RABL5,RABL5,2.50658916471,0.01219023075,7.95702341665e-05,0.00134895025019,5,5,5
ZNF598,ZNF598,-2.50549877405,0.0122278822214,0.00125991501606,0.00524867998137,10,10,10
LDHD,LDHD,-2.50348445702,0.0122977081832,0.0426340208061,0.0395126893022,36,36,36
S100PBP,S100PBP,2.50199513831,0.0123495620724,0.206330069498,0.201242793119,30,31,31
SCAMP3,SCAMP3,-2.49510139461,0.0125921142561,0.00267484723619,0.00147505705406,5,5,5
DHTKD1,DHTKD1,-2.49449018559,0.0126138214714,0.121495918377,0.0832569314091,28,28,28
ECHDC2,ECHDC2,-2.49410404566,0.0126275523807,0.32935450494,0.299493849039,64,64,64
RNF122,RNF122,-2.49310648423,0.0126630863452,0.0350788748728,0.0519165009033,71,71,71
PIK3C2A,PIK3C2A,2.4920100991,0.0127022425654,0.00787371365822,0.00275738031465,7,7,7
GBGT1,GBGT1,-2.49019568494,0.012767277883,0.0081350838098,0.00645039757188,25,27,27
CCR8,CCR8,2.48792324146,0.0128491462121,0.0399406917746,0.0375971046574,36,37,37
ENTPD4,ENTPD4,2.48299686177,0.0130282235385,0.0820079455329,0.0574426134552,21,21,21
C19orf25,C19orf25,2.48034377973,0.0131255765481,0.00416123783732,0.0059059748671,8,8,8
VAMP8,VAMP8,2.47850015035,0.0131936055514,0.0206869201681,0.0215679113275,38,39,39
ZNF281,ZNF281,2.47725925292,0.0132395694006,0.0954846006881,0.0503251589007,24,24,24
EFNB2,EFNB2,-2.47580004441,0.0132938007424,0.0165415199869,0.0213700880167,35,35,35
ESYT1,ESYT1,2.4747113604,0.0133343893903,0.00506726071588,0.00683665093467,12,12,12
TBCA,TBCA,2.47410793917,0.0133569334742,0.08266627394,0.0584913279511,30,31,31
OLFM2,OLFM2,-2.47392391717,0.0133638153177,0.0146417426662,0.00753278392595,18,18,18
S100A10,S100A10,2.47359301912,0.0133761977475,0.00877589509756,0.00507089029532,16,17,17
PARP8,PARP8,2.47181074439,0.0134430662333,0.159693408383,0.136704580038,55,55,55
NEDD1,NEDD1,-2.47039391051,0.0134964344682,0.200224600415,0.149040548255,25,25,25
HIVEP1,HIVEP1,-2.46615165729,0.0136573495888,0.0101534684804,0.00782399947737,11,12,12
SMARCC2,SMARCC2,2.46224408328,0.0138070668074,0.00995651165391,0.00387852741276,7,7,7
CYBA,CYBA,2.45682757608,0.0140169944746,0.0366310824229,0.0258023529293,26,26,26
ABHD4,ABHD4,2.45646438481,0.0140311709446,0.0347500837598,0.0133975570358,8,8,8
NFE2,NFE2,-2.45423589508,0.0141184331043,0.204565421293,0.191088783421,74,75,75
HS6ST1,HS6ST1,2.45392698397,0.0141305670187,0.086791816015,0.100845474706,61,62,62
RHOU,RHOU,2.45267720169,0.014179751986,0.143549309862,0.105973035983,45,45,45
CDC14A,CDC14A,-2.45253921593,0.0141851916409,0.227189681354,0.153692400432,18,18,18
