gene,gene_name,zscore,pvalue,pred_perf_R2,VAR_g,n,covariance_n,model_n
RPAIN,RPAIN,1.17138161375,0.241445419365,0.0295627126921,0.0175615940185,10,10,10
SAMSN1,SAMSN1,1.17128181514,0.241485518466,0.00424722203647,0.00208930356343,6,6,6
UBE2E2,UBE2E2,1.17120197388,0.241517602074,0.0524403067746,0.049396605083,37,37,37
KYNU,KYNU,1.17095901109,0.241615253298,0.30918295615,0.28427064571,23,23,23
SFXN2,SFXN2,-1.17072531129,0.241709207773,0.403397331871,0.359909440836,29,29,29
C4BPA,C4BPA,-1.17028165327,0.241887642612,0.832441186598,0.703125297425,46,46,46
RRAGA,RRAGA,1.17021575156,0.241914155529,0.000516567735591,0.00194522316254,9,9,9
CTPS,CTPS,1.17014811539,0.241941368362,0.182203965192,0.182044517053,73,74,74
SERPINC1,SERPINC1,-1.17014458673,0.241942788147,0.31381485973,0.256272320545,39,39,39
RASSF7,RASSF7,1.17011223155,0.241955806792,2.88860255181e-05,0.00239236318021,9,9,9
FNTA,FNTA,-1.17007560576,0.241970544382,0.0461100428849,0.0374717713415,34,34,34
SGIP1,SGIP1,-1.1700459636,0.241982472342,0.275397264374,0.197300111415,36,36,36
IL26,IL26,-1.16997042583,0.242012870495,0.123718571795,0.0788279036972,18,18,18
PROSC,PROSC,-1.16979812539,0.242082218247,0.267593998921,0.203283012844,26,26,26
RFPL2,RFPL2,-1.16978114248,0.242089054312,0.175932035679,0.139305026844,20,20,20
LRRC37A,LRRC37A,-1.16976595877,0.242095166268,0.47774718473,0.691384450912,119,120,120
AKAP8,AKAP8,-1.16900901318,0.242399999999,0.0003541649298,0.000336907079376,1,1,1
CCDC111,CCDC111,1.16804531044,0.242788488544,0.0331450238964,0.0254397211937,29,29,29
HAS3,HAS3,-1.16803978105,0.242790718818,0.0086486111169,0.0146346113399,25,26,26
CDK12,CDK12,1.16803951564,0.242790825871,0.00522199464328,0.00669414652541,14,14,14
VPS13A,VPS13A,-1.16792453773,0.242837205376,0.03977933578,0.0274108467485,31,31,31
TSTD1,TSTD1,1.16720709646,0.243126745759,0.144311248709,0.116997569066,35,35,35
ZNF780A,ZNF780A,1.16639499168,0.243454782523,0.156404215731,0.124282928132,32,33,33
C4orf19,C4orf19,-1.16605286142,0.243593073649,0.0208896307318,0.0102314715999,8,8,8
TNFRSF1A,TNFRSF1A,-1.16596983671,0.24362664106,0.0584543197735,0.0421275009162,27,27,27
SLC22A18AS,SLC22A18AS,-1.16512202803,0.243969601462,0.457735384228,0.375046859266,41,41,41
ALKBH8,ALKBH8,1.16480249709,0.244098947881,0.0330145180532,0.0239150740177,19,19,19
ABCG2,ABCG2,-1.1644338777,0.244248225164,0.30036220541,0.234253761126,24,24,24
NUDT5,NUDT5,1.16436557742,0.2442758913,0.167898664013,0.106867627291,19,20,20
SF3A3,SF3A3,1.16433320419,0.244289005371,0.319701863538,0.297877550634,68,69,69
ATP6V1C2,ATP6V1C2,1.16424068491,0.244326486727,0.0622233450413,0.0325233147714,7,7,7
C1orf55,C1orf55,1.16391950178,0.244456635588,0.0119820599793,0.0175921078026,42,42,42
C7orf26,C7orf26,-1.16389562486,0.244466312865,0.107698336247,0.0920228492982,45,45,45
LRRC47,LRRC47,1.16385254265,0.244483774695,0.0568865990864,0.0306861557095,13,14,14
STAB2,STAB2,-1.16381732618,0.244498049079,0.106401577923,0.0681811009564,47,47,47
MSH2,MSH2,-1.16356155562,0.24460173879,0.346817161825,0.323086521676,8,8,8
EPB41L3,EPB41L3,-1.16320203336,0.244747541753,0.0418410412509,0.0294557218441,22,23,23
ZBED4,ZBED4,1.16316078445,0.244764274,0.243048994257,0.175365363483,33,34,34
MYL9,MYL9,-1.16306268829,0.244804069046,1.28827172148e-05,0.000608304923799,2,2,2
CHCHD7,CHCHD7,-1.16301661853,0.244822759909,0.0154811019136,0.013344888932,18,18,18
UBR4,UBR4,1.16288030099,0.24487807087,0.0067725161646,0.0112551095418,48,48,48
CATSPER2,CATSPER2,1.1625158096,0.24502600664,0.10327006525,0.116339411359,25,25,25
KDM1A,KDM1A,1.16240620064,0.245070505785,0.0141694016291,0.00798771821897,22,22,22
ENC1,ENC1,1.16188075838,0.245283904054,0.82793120806,0.435601328573,43,45,45
MVK,MVK,-1.16120923139,0.245556821533,0.0669959309144,0.0348793592668,25,27,27
ICAM4,ICAM4,1.16114207393,0.245584126926,0.542764438677,0.435993921928,32,33,33
GADD45G,GADD45G,1.16095040333,0.245662069532,0.0464326294159,0.0349720214992,36,38,38
ANKRD16,ANKRD16,1.16091801348,0.245675242536,0.00783101556352,0.00367898308882,11,12,12
TH1L,TH1L,1.16088126065,0.245690190572,0.328475148334,0.283507419236,33,34,34
RPS6KL1,RPS6KL1,-1.16050289736,0.245844114794,0.292088339901,0.237740060535,13,13,13
KIAA1432,KIAA1432,-1.15978495987,0.246136369058,0.00745915921567,0.00472872561225,12,13,13
STAM2,STAM2,-1.15955478939,0.246230117195,0.0773068713357,0.0619474834992,28,28,28
IL8,IL8,1.15911107323,0.24641091283,0.060778118581,0.0495203245563,26,26,26
PDRG1,PDRG1,-1.15902015217,0.246447970812,0.0280408265339,0.038855725351,38,39,39
RNF40,RNF40,-1.15871614442,0.246571907908,0.113683189025,0.112594418645,36,36,36
ZNF506,ZNF506,1.15850245091,0.246659052062,0.185693022997,0.161916779379,37,37,37
MRPL50,MRPL50,-1.15824375864,0.246764575568,0.0874209713896,0.0575228304599,15,15,15
PARK7,PARK7,-1.15766143895,0.247002226075,0.225008670604,0.154788518814,12,12,12
PTPN3,PTPN3,-1.15741902859,0.247101203415,0.0100197635402,0.011957215456,19,19,19
ZFP14,ZFP14,-1.15731523049,0.247143593182,8.66633131503e-06,0.00157221113888,15,15,15
SPATA20,SPATA20,-1.15649884126,0.24747717326,0.859462460614,0.766417999186,53,53,53
SNX25,SNX25,1.15585141629,0.247741937852,0.291669889467,0.199064646624,17,17,17
GRAP2,GRAP2,1.1555881243,0.247849667863,0.00304589140497,0.00656109482352,19,19,19
LY6G5B,LY6G5B,1.15549572781,0.247887481094,0.160216507994,0.134915065335,41,43,43
C10orf137,C10orf137,-1.15545170172,0.247905500176,3.49196746244e-05,0.000953196948834,2,2,2
C17orf107,C17orf107,-1.15544575365,0.247907934684,0.309575390958,0.215630702348,10,10,10
DEGS2,DEGS2,-1.15528445071,0.247973961344,0.0174991635749,0.0126306106658,26,26,26
PROZ,PROZ,1.15523325683,0.247994919275,0.441719432127,0.296977879394,21,22,22
STEAP3,STEAP3,1.15493146413,0.248118493424,0.504680331771,0.579394761938,135,135,135
PPP1R14B,PPP1R14B,-1.1545921521,0.248257481947,0.0215915994062,0.0123875456143,16,16,16
ODF2,ODF2,1.15448113533,0.248302968306,0.0189622402171,0.0119956809479,8,8,8
ACAD9,ACAD9,-1.1538524158,0.248560680501,0.46098782875,0.636801120014,142,143,143
IGF2BP3,IGF2BP3,1.15376686604,0.248595761811,0.000141970969283,0.00152707751802,4,4,4
MAP3K4,MAP3K4,1.15309565974,0.248871122919,0.000140840998846,0.000751327332983,3,3,3
TMEM38B,TMEM38B,-1.15284595412,0.248973618584,0.000983537468793,0.000566626574257,4,4,4
REEP4,REEP4,-1.15280008474,0.248992449613,0.234907101378,0.162859417296,14,14,14
CACNA2D3,CACNA2D3,-1.15261787549,0.249067262893,0.0143405573007,0.00604265054504,11,12,12
TMEM86A,TMEM86A,1.15254917111,0.249095476297,0.0718231822685,0.0375552984836,25,25,25
ZNF788,ZNF788,-1.15227763062,0.249207006072,0.0261436905737,0.0173620589108,10,10,10
DYNC1I2,DYNC1I2,1.15224339245,0.249221071186,0.00174491183712,0.00562698883714,20,20,20
ENAH,ENAH,1.1521017303,0.249279272204,0.000307376898804,0.00144251704628,5,5,5
DIRAS1,DIRAS1,1.15154747334,0.249507076544,0.369751820712,0.338131553105,14,14,14
FAM161A,FAM161A,-1.15154238665,0.24950916789,0.00583016635295,0.00604334432748,14,15,15
RORC,RORC,1.1514369338,0.249552526633,0.0094526873988,0.00579895891977,7,7,7
EHD4,EHD4,-1.15123336126,0.249636243857,0.247874620726,0.192078421543,22,22,22
TUBB2A,TUBB2A,1.15109636004,0.24969259532,0.748126104028,0.687269157772,14,14,14
ZNF83,ZNF83,-1.15081774956,0.249807221045,0.607090977234,0.589101347588,42,42,42
TMEM136,TMEM136,1.15078861649,0.249819209075,0.0137517788497,0.00683679458669,12,12,12
SKOR1,SKOR1,1.15076104286,0.249830555777,0.0780041697145,0.0505095459844,25,25,25
DYNLT1,DYNLT1,-1.15019372413,0.250064090513,0.0581789635752,0.0244159251233,10,10,10
RUFY1,RUFY1,-1.15015368679,0.2500805775,0.350182980679,0.292834525802,46,47,47
RWDD1,RWDD1,1.14991608157,0.250178436639,0.00571383228403,0.00733560431669,21,21,21
RG9MTD2,RG9MTD2,-1.14982012526,0.250217964403,0.028991319975,0.0211136637749,22,22,22
ZFHX2,ZFHX2,1.14943230559,0.250377765339,0.00688722719065,0.0107036929516,23,23,23
RBP5,RBP5,-1.14940075908,0.250390767199,0.239862435049,0.184780093728,11,13,13
ADCK1,ADCK1,1.14915403465,0.25049247067,0.732023923052,0.642095867969,91,92,92
ACY3,ACY3,1.14913043472,0.250502200422,0.21734962229,0.170557181323,31,31,31
SCYL3,SCYL3,1.14910895413,0.250511056645,0.0906927293597,0.0549330866013,8,8,8
MYO18A,MYO18A,1.14900066196,0.250555707704,0.00299014366934,0.00409194534011,7,7,7
MYO19,MYO19,-1.14891323998,0.250591757613,0.0409551683348,0.035395142265,13,14,14
PAIP2B,PAIP2B,-1.14865929024,0.250696498555,0.0547455303631,0.0373889440323,26,26,26
WNT10B,WNT10B,1.1481661023,0.250900000001,0.00746146614586,0.00324306146091,1,1,1
FAM186B,FAM186B,1.14814537782,0.250908553953,0.0192268762389,0.00924351278696,6,6,6
C3orf25,C3orf25,1.14805420703,0.250946186777,0.188741024016,0.181844181138,45,45,45
DHRS4L2,DHRS4L2,1.14803041826,0.250956006782,0.0497482014062,0.0805839235626,87,87,87
RBM17,RBM17,-1.1477713024,0.251062987195,0.0216114654828,0.029491308976,52,52,52
CAT,CAT,-1.14774908355,0.251072162108,0.508985828647,0.459610510766,33,34,34
PUM2,PUM2,-1.14766159007,0.251108293394,0.0437854195692,0.0229840721036,20,20,20
PCOLCE2,PCOLCE2,1.14762790076,0.251122206691,0.000255614498867,0.00169325636137,5,6,6
TMEM194A,TMEM194A,-1.14693620128,0.251407989521,0.151661329961,0.162613174069,95,95,95
DSN1,DSN1,-1.1466134306,0.251541423192,0.0401796552905,0.041690590349,49,49,49
SNCA,SNCA,1.14656464549,0.251561595295,0.0256285093279,0.0153572130148,11,11,11
RBKS,RBKS,1.146081631,0.251761377327,0.0174147391688,0.0112732551665,11,11,11
DNASE1L3,DNASE1L3,-1.14598102326,0.251803004117,0.216862759594,0.175885021651,16,16,16
ALCAM,ALCAM,-1.14575355279,0.25189713848,0.281282424043,0.275866268997,76,77,77
BCL2L12,BCL2L12,1.14541162567,0.252038684731,4.50648907526e-05,0.000961563661577,6,6,6
CD40,CD40,-1.14513169591,0.252154607453,0.285375949045,0.217171213489,30,30,30
COL5A1,COL5A1,-1.14490866222,0.25224699534,0.0585499725994,0.0296774544427,11,11,11
C1orf212,C1orf212,1.14484637449,0.25227280118,0.331266661882,0.266369962727,47,47,47
SPTLC2,SPTLC2,1.14469492458,0.252335554637,0.227840929722,0.186694216218,64,65,65
SCN4A,SCN4A,1.14467970744,0.25234186048,0.0100887756348,0.00690106133676,11,11,11
GRHL2,GRHL2,1.14464248069,0.252357287364,0.130033721919,0.0821049886924,17,17,17
GAS1,GAS1,-1.14441039814,0.25245347794,0.214235437598,0.158426314316,31,32,32
OR2B6,OR2B6,1.14405699737,0.252600000002,0.0142549014805,0.00307475379659,1,2,2
THNSL2,THNSL2,-1.14401891135,0.252615794229,0.724444687157,0.65940941613,80,80,80
FAM26F,FAM26F,1.14384889452,0.2526863084,0.490896237594,0.468021353823,103,104,104
TUBGCP2,TUBGCP2,-1.14376792035,0.252719897111,0.182415146347,0.155771489966,41,41,41
RAB3IL1,RAB3IL1,-1.14368739664,0.252753302053,0.0986851010153,0.0770869625665,24,24,24
POLR2C,POLR2C,-1.14356200886,0.252805324801,0.0779708150008,0.0491140206661,27,27,27
NFATC2,NFATC2,1.14341970699,0.252864374156,0.00738309030007,0.00434655541923,15,15,15
TMC5,TMC5,-1.14319527543,0.252957523443,0.0317413671637,0.0207484435723,6,6,6
SRM,SRM,-1.14305790076,0.253014551961,0.00382794785412,0.00349329547489,4,4,4
CYP2J2,CYP2J2,1.14280531973,0.25311942961,0.0434401521787,0.0272886492452,18,18,18
AMDHD2,AMDHD2,-1.1425797318,0.253213124679,0.124460101156,0.0843439754416,24,24,24
EEA1,EEA1,1.14251096053,0.253241692753,0.00797399535526,0.00782952647736,22,22,22
ARHGEF10,ARHGEF10,1.14219104098,0.253374619114,0.301434986405,0.218404001617,30,30,30
SYNGR3,SYNGR3,1.1420470239,0.253434473973,0.363801602362,0.300468445763,10,10,10
SDK1,SDK1,1.14191244325,0.253490415861,0.253998341613,0.187963977337,66,66,66
PANK4,PANK4,-1.14166213742,0.253594484745,0.0670721187842,0.0429936620313,14,14,14
MDS2,MDS2,1.14155484164,0.253639103889,0.0410416514845,0.030161352356,28,29,29
FCHSD1,FCHSD1,-1.14150598106,0.25365942446,0.0601637860014,0.048400014552,33,35,35
USP28,USP28,1.1413780188,0.253712647911,0.0126289630886,0.00798990830879,19,19,19
BBC3,BBC3,-1.1411680434,0.253800000001,0.00162428509079,0.000325819193179,1,1,1
KCNH4,KCNH4,-1.14115316525,0.25380619027,0.000701946948179,0.000305306317139,2,2,2
C1RL,C1RL,1.14109541902,0.253830217419,0.0441622179858,0.0420907924689,53,53,53
FADD,FADD,1.14050238192,0.254077060923,0.0713643237048,0.0380389237771,10,10,10
RPL14,RPL14,1.14028953205,0.254165697469,0.127320035375,0.127633747324,55,55,55
LIMCH1,LIMCH1,-1.14013483204,0.254230132314,0.023624935297,0.0245883652956,35,35,35
MRPS16,MRPS16,-1.13994993866,0.254307158055,0.0184444233441,0.0465295547163,42,42,42
TRIM2,TRIM2,-1.13990175534,0.254327233674,0.000683179348789,0.00196020512728,4,4,4
ETFB,ETFB,1.13980735705,0.254366567993,0.0745915718851,0.0497313561856,25,25,25
FAM105B,FAM105B,1.13969118103,0.254414982568,0.0965015065756,0.0994288266923,43,43,43
ATP5H,ATP5H,1.13951021203,0.254490411395,0.0195962942327,0.0116862539304,4,4,4
PHACTR3,PHACTR3,-1.13941214338,0.254531293421,0.019621757073,0.023949537423,30,30,30
ZNF317,ZNF317,1.13907090144,0.254673583068,0.0548285781837,0.0360774500247,33,33,33
CLCN1,CLCN1,-1.13890298048,0.254743622361,0.66004986727,0.589692185644,34,35,35
NTHL1,NTHL1,-1.13877235433,0.254798115373,0.0141012682138,0.00596037161861,4,4,4
LRRC43,LRRC43,-1.13875538528,0.254805194907,0.0476806355781,0.0408635173047,23,23,23
LRGUK,LRGUK,-1.1382998912,0.25499527942,0.45057195496,0.485819742429,138,138,138
OAT,OAT,-1.13810174804,0.255077998302,0.152830702698,0.117432165873,31,31,31
STK39,STK39,1.13768595131,0.255251641734,0.166171800699,0.122302088539,42,42,42
FAM133B,FAM133B,-1.13724320693,0.25543662926,0.000134336263836,0.00215565058892,7,7,7
SAP130,SAP130,-1.13722646593,0.255443625816,7.01908545085e-05,0.000635541009618,3,3,3
EXOC3,EXOC3,1.13694252668,0.25556231265,0.447647302911,0.394006025256,32,33,33
DPP4,DPP4,1.13673916784,0.255647340359,0.00272044212046,0.00904637379307,13,13,13
RNASEH1,RNASEH1,1.13607151141,0.255926636825,0.00552728405238,0.0252454379975,68,68,68
JAKMIP1,JAKMIP1,-1.1357379732,0.256066243121,0.33025501667,0.267671464282,35,35,35
FAM110A,FAM110A,1.13553771196,0.256150090205,0.257677292445,0.194322645024,13,13,13
PARS2,PARS2,-1.13539837914,0.256208438507,0.319384495354,0.2418387475,5,5,5
LENG9,LENG9,-1.13496523306,0.256389885729,0.000179814883107,0.000968283969685,5,6,6
TUB,TUB,1.13453400445,0.256570618343,0.051949718955,0.0639389335463,77,77,77
SPAG7,SPAG7,1.13448021763,0.256593167189,0.414849972353,0.441668129805,50,51,51
ACAP1,ACAP1,1.13426843156,0.256681966843,0.388621215093,0.320232796703,19,19,19
ARAP3,ARAP3,1.13401288713,0.256789142316,0.195340826496,0.128762302573,32,32,32
SFXN3,SFXN3,1.13374935752,0.256899699311,0.172308772988,0.198242957074,83,85,85
ITGA1,ITGA1,-1.13349606099,0.257005994421,0.234829917486,0.219697889228,111,113,113
TRPV2,TRPV2,-1.13346897323,0.257017363523,0.0100372384862,0.00329602360979,2,2,2
ANGEL1,ANGEL1,-1.13329314015,0.257091171548,0.259353937752,0.197700180528,23,23,23
HIP1,HIP1,1.13292654689,0.25724510073,0.760701496433,0.729640617814,52,52,52
FRS3,FRS3,1.1326847497,0.257346664172,0.0528369622501,0.0283175755067,22,22,22
TRPC6,TRPC6,-1.13245344874,0.257443844858,0.147574158056,0.131999894935,60,61,61
ISOC2,ISOC2,-1.1323734891,0.25747744568,0.0167054690866,0.00587068130667,2,2,2
NDUFS1,NDUFS1,1.13213539145,0.257577517634,0.0324703818562,0.0110493489975,11,11,11
ADAM23,ADAM23,1.13188494917,0.257682807125,0.00216639964138,0.00167830909134,8,8,8
KIR3DL1,KIR3DL1,-1.13160998692,0.257798439537,0.0903377009135,0.0610231664168,24,24,24
TTC5,TTC5,-1.13114668799,0.25799335631,0.115410880384,0.0875598800985,46,46,46
PDIA6,PDIA6,1.13106730629,0.258026763628,0.114298291302,0.0693936833476,26,26,26
FAM170B,FAM170B,1.13099812689,0.258055879815,0.243796914004,0.195396144393,66,69,69
TRMT12,TRMT12,-1.1309569288,0.258073220327,0.674228452565,0.552306475579,19,19,19
PHC1,PHC1,-1.13070054302,0.258181152726,0.0941315963833,0.110759706848,73,74,74
TMPRSS6,TMPRSS6,-1.13010044802,0.258433900989,0.0114051877047,0.00385018164528,5,5,5
ADAM8,ADAM8,1.12959394612,0.258647363107,0.0401709943704,0.0197789040614,7,7,7
PEX11A,PEX11A,1.12952756348,0.258675348717,0.113084037168,0.062605121341,12,13,13
DGCR8,DGCR8,-1.12923602631,0.258798279879,0.105287896506,0.0831678641085,27,27,27
CDCA7,CDCA7,-1.1287881904,0.258987195671,0.0321559713695,0.0209187941443,25,25,25
SBK1,SBK1,-1.12873554888,0.259009408325,0.154426119754,0.139991755974,35,35,35
FANCM,FANCM,1.1284961692,0.259110433797,0.00012062333094,0.00225191349171,6,6,6
LY6G5C,LY6G5C,1.12770062517,0.259446373555,0.283869398051,0.286714392721,64,68,68
UBE2Q2,UBE2Q2,-1.12755182395,0.259509242324,0.0121990606366,0.0245565472803,54,54,54
PAFAH1B1,PAFAH1B1,-1.12719392482,0.259660498516,0.00820262579755,0.00779251111517,17,17,17
TMEM154,TMEM154,-1.12689994625,0.259784786103,0.00204254159276,0.00145396149872,5,5,5
MGMT,MGMT,1.12688551286,0.259790889279,0.605007040432,0.520419299667,119,119,119
KCTD10,KCTD10,1.12673824043,0.259853169275,0.300871328962,0.288605145615,69,72,72
JARID2,JARID2,1.12638092176,0.260004318625,0.13842286267,0.125825352436,66,66,66
STAMBPL1,STAMBPL1,1.1261961839,0.260082488437,0.0900327121034,0.0601623272997,22,23,23
CTSW,CTSW,1.12619457792,0.260083168061,0.620435286811,0.636398264372,77,78,78
PEG10,PEG10,-1.12594729145,0.260187830284,0.101902215331,0.0722381255764,28,28,28
NFATC2IP,NFATC2IP,-1.12518945571,0.260508760348,0.00881326988306,0.0240063204454,39,39,39
ZNF445,ZNF445,1.1251734851,0.260515526565,0.00897872823695,0.00771709933266,21,23,23
CSNK1D,CSNK1D,-1.12497699636,0.260598782268,0.0750613686162,0.0494922988789,22,23,23
PTDSS2,PTDSS2,-1.12487532275,0.260641870374,0.129941893925,0.0710645496828,17,18,18
ZNF224,ZNF224,-1.12468581943,0.260722192853,0.000633807830282,0.0017540535136,5,5,5
GPX7,GPX7,1.12433881669,0.260869317086,0.536707925819,0.529841064735,55,55,55
SNRNP70,SNRNP70,1.12411116911,0.260965867612,0.0279828643559,0.00951634715455,5,5,5
KIAA1328,KIAA1328,1.1239652454,0.261027770179,0.117551342976,0.0895785661105,13,13,13
CRELD2,CRELD2,1.12337298787,0.261279117082,0.303547594965,0.225471310595,22,22,22
FGF11,FGF11,-1.12331240114,0.261304838786,0.023725591569,0.0172515138496,13,13,13
DHDH,DHDH,1.12330476515,0.26130808072,0.02856967548,0.0216101086036,31,31,31
CCRN4L,CCRN4L,1.12314069568,0.261377744737,0.100068940569,0.0617360624413,26,27,27
OTX1,OTX1,1.12306621426,0.26140937384,0.321395266146,0.241304799509,26,26,26
TREML2,TREML2,-1.12292261069,0.261470363658,0.0731568597017,0.106586765159,108,108,108
AKAP7,AKAP7,1.12284021672,0.261505361611,0.169194166483,0.141311247421,55,55,55
DGCR14,DGCR14,-1.12257936852,0.261616181763,0.287930347646,0.250437365168,75,76,76
DSEL,DSEL,-1.12256902846,0.261620575359,0.0419912856344,0.0223261149703,11,11,11
PSMD5,PSMD5,1.12256199321,0.261623564736,0.0771228388259,0.0431748309491,5,5,5
UNC5CL,UNC5CL,1.12230204494,0.261734037,0.0446645424166,0.041773608136,54,54,54
SIK1,SIK1,1.12228618997,0.261740776054,0.0187864381196,0.0241116241307,37,37,37
ALDH5A1,ALDH5A1,-1.12218228723,0.261784942222,0.114963193652,0.102919258747,45,45,45
OIT3,OIT3,1.12170567845,0.261987601369,0.0458208855741,0.0278864557107,12,12,12
SPPL2B,SPPL2B,-1.12165787872,0.262007932304,0.0280879929355,0.0134577113841,13,13,13
CCDC39,CCDC39,-1.12151443624,0.262068950067,0.000258248102168,0.000791625256063,4,4,4
DNAJB2,DNAJB2,1.12131953821,0.262151871794,0.00811767047419,0.00585256911435,5,5,5
DDX43,DDX43,1.121237028,0.262186982222,0.0671546725752,0.0556647253775,30,30,30
CSMD1,CSMD1,1.12086722607,0.262344383311,0.248190438283,0.1985909446,109,110,110
KHNYN,KHNYN,1.12055746023,0.262476281091,0.486426226571,0.423016106874,14,14,14
KEAP1,KEAP1,1.12040794767,0.262539959675,0.00767957557891,0.00863356696026,13,14,14
TTC19,TTC19,1.12014542039,0.262651797935,0.572478621407,0.526060500934,47,47,47
POMP,POMP,-1.12008104687,0.262679226478,0.00198238144006,0.00345145624964,14,14,14
FEN1,FEN1,-1.11996478254,0.26272876989,0.0016287127036,0.00420057957854,12,12,12
TTYH2,TTYH2,1.11981807931,0.262791293356,0.0333648229262,0.021400394129,12,12,12
C6orf72,C6orf72,1.11967403471,0.262852693735,0.311239922398,0.181679218434,23,24,24
PDZD2,PDZD2,1.11964575247,0.262864750471,0.000362153249318,0.00310334688022,12,13,13
ENPP4,ENPP4,-1.11944521966,0.262950248684,0.129030916903,0.0794387522958,39,39,39
FKRP,FKRP,1.1193727787,0.262981138986,0.340911967922,0.308351609135,25,25,25
NFYC,NFYC,-1.11914120607,0.263079903078,0.020680939435,0.0102353994746,15,15,15
FAM150B,FAM150B,-1.11853874118,0.263336970039,0.0507018823916,0.0604596552626,43,43,43
ZNF708,ZNF708,1.11819723177,0.263482766333,0.233854842019,0.159154911828,25,25,25
B3GNT2,B3GNT2,1.11818038741,0.263489958924,0.179969205358,0.13923121828,18,18,18
RORA,RORA,-1.11808065153,0.263532549211,0.00454601598893,0.00348443306809,16,16,16
KCNN3,KCNN3,-1.11752182427,0.263771273493,0.0164145499114,0.0170071075134,25,25,25
NAA11,NAA11,-1.11726405877,0.263881438071,0.00292486482356,0.0138046599571,35,35,35
SLC39A6,SLC39A6,1.11722018753,0.263900191051,0.000426308406563,0.00125149258168,2,2,2
MSLN,MSLN,-1.11720672682,0.263905945082,0.367972372872,0.470803020083,135,137,137
KIF7,KIF7,1.11705908193,0.263969064325,0.00192217526733,0.00192648828415,6,6,6
DNAJB4,DNAJB4,-1.11698202286,0.264002011762,0.0709866340908,0.0389378920383,8,8,8
CMTM1,CMTM1,1.11691666583,0.264029958088,0.0554378859912,0.0624458690277,34,34,34
NUDT21,NUDT21,-1.11686643177,0.264051439297,0.0128991026238,0.0128056174198,24,25,25
C2orf15,C2orf15,1.11663048908,0.264152349801,0.234199470384,0.159514601215,32,33,33
UVRAG,UVRAG,-1.11643661012,0.264235289938,0.00895366580492,0.00431429091564,7,7,7
POLR2J2,POLR2J2,1.11633100926,0.264280472841,0.297156609031,0.367754687969,158,160,160
QPRT,QPRT,1.11625668762,0.264312275657,0.0379067763047,0.0240441272275,5,5,5
EXOSC10,EXOSC10,-1.115937704,0.264448801227,0.0011390266365,0.00405305662457,12,12,12
P2RX6,P2RX6,1.11593021588,0.26445200674,0.245207728272,0.194103840082,13,13,13
METAP1,METAP1,1.11585455113,0.264484398794,0.0118862441505,0.0118414189057,18,18,18
UNKL,UNKL,-1.11557000025,0.264606239412,0.018639475013,0.014309691064,12,12,12
SSH3,SSH3,1.1152472802,0.264744470338,0.272800100462,0.33673854039,90,91,91
OGFOD2,OGFOD2,-1.11463955216,0.265004914039,0.0365645702252,0.023677400207,11,12,12
C19orf52,C19orf52,-1.11435367227,0.265127489771,0.0646610883439,0.0339606860716,6,6,6
CDON,CDON,1.11360351669,0.265449317089,0.0571495660117,0.0297339317664,12,12,12
MXD1,MXD1,-1.11357023251,0.265463602703,0.00867165632957,0.00646660981403,14,15,15
RASL10A,RASL10A,1.11229713538,0.266010415149,0.00244420010508,0.00270217330038,6,6,6
TCTA,TCTA,1.11221083195,0.266047511683,0.00307033230676,0.00522429756419,10,10,10
METTL7B,METTL7B,-1.1116158929,0.266303336256,0.161301117889,0.113739120604,29,29,29
ADAMTS14,ADAMTS14,1.11145923512,0.266370727457,0.0235130576364,0.00868800638343,2,2,2
WRAP53,WRAP53,1.11037881432,0.26683582353,0.0259564562477,0.0369184021634,32,32,32
CTNNB1,CTNNB1,-1.11036143281,0.266843310429,0.0334674772338,0.0272491879675,25,26,26
SH3YL1,SH3YL1,1.10995557745,0.267018169359,0.803199148836,0.68611127061,32,32,32
RPL5,RPL5,1.10995147035,0.267019939267,3.42140907399e-05,0.00173891829854,7,7,7
PTPRN,PTPRN,1.10958670334,0.267177163616,0.487355429797,0.483232242267,51,52,52
ALOX12,ALOX12,-1.10939424079,0.267260145779,0.0566847763326,0.0544128506749,33,34,34
SRA1,SRA1,-1.10930852321,0.267297109478,0.296051902189,0.179506939841,75,77,77
C15orf54,C15orf54,-1.1091349041,0.267371989425,0.0218248745057,0.00794083366224,8,8,8
DR1,DR1,-1.10904066001,0.267412641867,0.00683258829544,0.00319938910448,11,11,11
GBP4,GBP4,-1.10855227383,0.26762337663,0.0621838654488,0.0441187294227,30,32,32
ANPEP,ANPEP,1.10842931099,0.267676452103,0.429233793161,0.399741760859,28,28,28
TNFRSF13C,TNFRSF13C,-1.10837984837,0.267697804105,0.030731560066,0.0453167493253,46,46,46
CHD7,CHD7,1.10830927135,0.26772827279,0.0593184676928,0.0406584377127,25,25,25
SLC25A34,SLC25A34,1.10806163703,0.26783519743,0.386451394561,0.341559317148,41,41,41
TTYH1,TTYH1,1.10780481925,0.267946118341,0.000974693372612,0.00277822853298,12,12,12
IKZF3,IKZF3,1.10769896222,0.267991847719,0.0199681359811,0.0168318983633,23,23,23
SEMA4A,SEMA4A,1.10764606723,0.268014699934,0.431046250439,0.421300975297,54,54,54
BRSK2,BRSK2,-1.10750094936,0.268077402064,0.0250033141049,0.0252584707748,20,20,20
SIGLEC10,SIGLEC10,1.10738734047,0.268126496914,0.0862742782308,0.0517255570678,24,24,24
